geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
96618,50640,PNPLA8,67452.0,patatin like phospholipase domain containing 8,Q9NP80,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,19.2324,4.0,chr7,True,Endoplasmic reticulum membrane,NUC
96619,23417,MLYCD,56690.0,malonyl-CoA decarboxylase,O95822,Metabolism > Lipid metabolism,19.2305,1.0,chr16,True,Cytoplasm,NUC
96620,100996939,PYURF,66459.0,PIGY upstream reading frame,Q96I23,0,19.1515,1.0,chr4,True,Mitochondrion,NUC
96621,10245,TIMM17B,21855.0,translocase of inner mitochondrial membrane 17B,O60830,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",19.1438,,chrX,True,Mitochondrion inner membrane,MIM
96622,64983,MRPL32,75398.0,mitochondrial ribosomal protein L32,Q9BYC8,Mitochondrial central dogma > Translation > Mitochondrial ribosome,19.1186,,chr7,True,Mitochondrion,NUC
96623,115286,SLC25A26,67582.0,solute carrier family 25 member 26,Q70HW3,Small molecule transport > SLC25A family,19.0589,,chr3,True,Mitochondrion inner membrane,MIM
96624,58510,PRODH2,56189.0,proline dehydrogenase 2,Q9UF12,"Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Electron carriers > Q-linked reactions, other",19.0243,2.0,chr19,True,,NUC
96625,56954,NIT2,52633.0,nitrilase family member 2,Q9NQR4,Metabolism > Detoxification,18.9854,5.0,chr3,True,Cytoplasm,NUC
96626,112812,FDX2,68165.0,ferredoxin 2,Q6P4F2,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,18.774,2.0,chr19,True,Mitochondrion,NUC
96627,4200,ME2,107029.0,malic enzyme 2,P23368,Metabolism > Carbohydrate metabolism > TCA-associated,18.7687,3.0,chr18,True,Mitochondrion matrix,NUC
96628,7284,TUFM,233870.0,"Tu translation elongation factor, mitochondrial",P49411,Mitochondrial central dogma > Translation > Translation factors,18.7687,3.0,chr16,True,Mitochondrion matrix,NUC
96629,1339,COX6A2,12862.0,cytochrome c oxidase subunit 6A2,Q02221,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,18.761,3.0,chr16,True,Mitochondrion inner membrane,MIM
96630,10463,SLC30A9,109108.0,solute carrier family 30 member 9,Q6PML9,Small molecule transport,18.7541,1.0,chr4,True,Mitochondrion membrane,NUC
96631,132001,TAMM41,68971.0,TAM41 mitochondrial translocator assembly and maintenance homolog,Q96BW9,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,18.7491,,chr3,True,Mitochondrion inner membrane,MIM
96632,100287932,TIMM23,53600.0,translocase of inner mitochondrial membrane 23,O14925,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",18.7491,,chr10,True,Mitochondrion inner membrane,MIM
96633,55005,RMND1,66084.0,required for meiotic nuclear division 1 homolog,Q9NWS8,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation,18.7339,2.0,chr6,True,Mitochondrion,NUC
96634,9927,MFN2,170731.0,mitofusin 2,O95140,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites,18.7088,4.0,chr1,True,Mitochondrion outer membrane,NUC
96635,728489,DNLZ,52838.0,DNL-type zinc finger,Q5SXM8,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",18.6742,2.0,chr9,True,Mitochondrion,NUC
96636,131474,CHCHD4,72170.0,coiled-coil-helix-coiled-coil-helix domain containing 4,Q8N4Q1,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40",18.6102,,chr3,True,Mitochondrion intermembrane space,NUC
96637,4706,NDUFAB1,70316.0,NADH:ubiquinone oxidoreductase subunit AB1,O14561,OXPHOS > Complex I > CI subunits | Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | OXPHOS > OXPHOS subunits,18.5522,1.0,chr16,True,Mitochondrion,NUC
96638,116285,ACSM1,117147.0,acyl-CoA synthetase medium chain family member 1,Q08AH1,Metabolism > Lipid metabolism > Fatty acid oxidation,18.4477,2.0,chr16,True,Mitochondrion matrix,NUC
96639,493753,COA5,76178.0,cytochrome c oxidase assembly factor 5,Q86WW8,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,18.4367,,chr2,True,Mitochondrion intermembrane space,NUC
96640,27235,COQ2,71883.0,"coenzyme Q2, polyprenyltransferase",Q96H96,Metabolism > Metals and cofactors > Coenzyme Q metabolism,18.3569,3.0,chr4,True,Mitochondrion inner membrane,MIM
96641,57107,PDSS2,71365.0,decaprenyl diphosphate synthase subunit 2,Q86YH6,Metabolism > Metals and cofactors > Coenzyme Q metabolism,18.3085,2.0,chr6,True,Mitochondrion,NUC
96642,1962,EHHADH,74147.0,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,Q08426,Metabolism > Lipid metabolism,18.2869,5.0,chr3,True,Peroxisome,NUC
96643,4722,NDUFS3,68349.0,NADH:ubiquinone oxidoreductase core subunit S3,O75489,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,18.2867,1.0,chr11,True,Mitochondrion inner membrane,MIM
96644,23456,ABCB10,56199.0,ATP binding cassette subfamily B member 10,Q9NRK6,Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters,18.2703,,chr1,True,Mitochondrion inner membrane,MIM
96645,1160,CKMT2,76722.0,"creatine kinase, mitochondrial 2",P17540,Metabolism > Nucleotide metabolism > Creatine metabolism,18.2617,3.0,chr5,True,Mitochondrion inner membrane,MIM
96646,64432,MRPS25,64658.0,mitochondrial ribosomal protein S25,P82663,Mitochondrial central dogma > Translation > Mitochondrial ribosome,18.2617,3.0,chr3,True,Mitochondrion,NUC
96647,28976,ACAD9,229211.0,acyl-CoA dehydrogenase family member 9,Q9H845,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,18.227,1.0,chr3,True,Mitochondrion inner membrane,MIM
96648,51241,COX16,66272.0,cytochrome c oxidase assembly factor COX16,Q9P0S2,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,18.1871,5.0,chr14,True,Mitochondrion inner membrane,MIM
96649,125228,FAM210A,108654.0,family with sequence similarity 210 member A,Q96ND0,0,18.1771,2.0,chr18,True,Mitochondrion inner membrane,MIM
96650,55856,ACOT13,66834.0,acyl-CoA thioesterase 13,Q9NPJ3,Metabolism > Lipid metabolism,18.1718,5.0,chr6,True,"Cytoplasm, cytosol",NUC
96651,1374,CPT1A,12894.0,carnitine palmitoyltransferase 1A,P50416,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle,18.158,,chr11,True,Mitochondrion outer membrane,NUC
96652,10901,DHRS4,28200.0,dehydrogenase/reductase 4,Q9BTZ2,Metabolism > Vitamin metabolism > Vitamin A metabolism,18.0707,2.0,chr14,True,Peroxisome,NUC
96653,153768,PRELID2,77619.0,PRELI domain containing 2,Q8N945,0,18.0411,,chr5,True,,NUC
96654,79587,CARS2,71941.0,"cysteinyl-tRNA synthetase 2, mitochondrial",Q9HA77,Mitochondrial central dogma > Translation > mt-tRNA synthetases,18.0124,2.0,chr13,True,Mitochondrion,NUC
96655,2631,NIPSNAP2,14467.0,nipsnap homolog 2,O75323,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,18.0086,1.0,chr7,True,Mitochondrion matrix,NUC
96656,4713,NDUFB7,66916.0,NADH:ubiquinone oxidoreductase subunit B7,P17568,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,17.9816,,chr19,True,Mitochondrion inner membrane,MIM
96657,125988,MICOS13,224904.0,mitochondrial contact site and cristae organizing system subunit 13,Q5XKP0,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,17.9816,,chr19,True,Mitochondrion inner membrane,MIM
96658,51022,GLRX2,69367.0,glutaredoxin 2,Q9NS18,Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,17.9483,1.0,chr1,True,Mitochondrion,NUC
96659,10884,MRPS30,59054.0,mitochondrial ribosomal protein S30,Q9NP92,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.9441,2.0,chr5,True,Mitochondrion,NUC
96660,9997,SCO2,100126824.0,synthesis of cytochrome C oxidase 2,O43819,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,17.9306,1.0,chr22,True,Mitochondrion inner membrane,MIM
96661,3028,HSD17B10,15108.0,hydroxysteroid 17-beta dehydrogenase 10,Q99714,"Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism",17.883,,chrX,True,Mitochondrion,NUC
96662,79731,NARS2,244141.0,"asparaginyl-tRNA synthetase 2, mitochondrial",Q96I59,Mitochondrial central dogma > Translation > mt-tRNA synthetases,17.8532,2.0,chr11,True,Mitochondrion matrix,NUC
96663,285367,RPUSD3,101122.0,RNA pseudouridine synthase D3,Q6P087,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,17.8532,2.0,chr3,True,Mitochondrion matrix,NUC
96664,6821,SUOX,211389.0,sulfite oxidase,P51687,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Sulfur metabolism,17.8457,2.0,chr12,True,Mitochondrion intermembrane space,NUC
96665,1757,SARDH,192166.0,sarcosine dehydrogenase,Q9UL12,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,17.7797,1.0,chr9,True,Mitochondrion matrix,NUC
96666,10247,RIDA,15473.0,reactive intermediate imine deaminase A homolog,P52758,0,17.7683,4.0,chr8,True,Cytoplasm,NUC
96667,1351,COX8A,12868.0,cytochrome c oxidase subunit 8A,P10176,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,17.7556,2.0,chr11,True,Mitochondrion inner membrane,MIM
96668,6697,SPR,20751.0,sepiapterin reductase,P35270,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis,17.7302,5.0,chr2,True,Cytoplasm,NUC
96669,4358,MPV17,17527.0,mitochondrial inner membrane protein MPV17,P39210,Small molecule transport,17.715,4.0,chr2,True,Mitochondrion inner membrane,MIM
96670,284273,ZADH2,225791.0,zinc binding alcohol dehydrogenase domain containing 2,Q8N4Q0,Metabolism > Lipid metabolism > Eicosanoid metabolism,17.667,4.0,chr18,True,Peroxisome,NUC
96671,29074,MRPL18,67681.0,mitochondrial ribosomal protein L18,Q9H0U6,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.6657,1.0,chr6,True,Mitochondrion,NUC
96672,219,ALDH1B1,72535.0,aldehyde dehydrogenase 1 family member B1,P30837,Metabolism > Detoxification > Xenobiotic metabolism,17.6418,2.0,chr9,True,Mitochondrion matrix,NUC
96673,118487,CHCHD1,66121.0,coiled-coil-helix-coiled-coil-helix domain containing 1,Q96BP2,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.6292,3.0,chr10,True,Mitochondrion,NUC
96674,1678,TIMM8A,30058.0,translocase of inner mitochondrial membrane 8A,O60220,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",17.5999,,chrX,True,Mitochondrion inner membrane,MIM
96675,7419,VDAC3,22335.0,voltage dependent anion channel 3,Q9Y277,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport,17.5999,,chr8,True,Mitochondrion outer membrane,NUC
96676,29957,SLC25A24,229731.0,solute carrier family 25 member 24,Q6NUK1,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,17.5999,,chr1,True,Mitochondrion inner membrane,MIM
96677,51660,MPC1,55951.0,mitochondrial pyruvate carrier 1,Q9Y5U8,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport,17.5999,,chr6,True,Mitochondrion inner membrane,MIM
96678,79751,SLC25A22,68267.0,solute carrier family 25 member 22,Q9H936,Small molecule transport > SLC25A family,17.5999,,chr11,True,Mitochondrion inner membrane,MIM
96679,83447,SLC25A31,73333.0,solute carrier family 25 member 31,Q9H0C2,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,17.5999,,chr4,True,Mitochondrion inner membrane,MIM
96680,83733,SLC25A18,71803.0,solute carrier family 25 member 18,Q9H1K4,Small molecule transport > SLC25A family,17.5999,,chr22,True,Mitochondrion inner membrane,MIM
96681,51095,TRNT1,70047.0,tRNA nucleotidyl transferase 1,Q96Q11,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,17.5943,2.0,chr3,True,Mitochondrion,NUC
96682,3416,IDE,15925.0,insulin degrading enzyme,P14735,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",17.5759,3.0,chr10,True,"Cytoplasm, cytosol",NUC
96887,9812,DELE1,66839.0,DAP3 binding cell death enhancer 1,Q14154,Signaling,12.0574,1.0,chr5,True,Mitochondrion,NUC
96683,373156,GSTK1,76263.0,glutathione S-transferase kappa 1,Q9Y2Q3,Metabolism > Detoxification > Xenobiotic metabolism,17.5601,,chr7,True,Peroxisome,NUC
96684,57176,VARS2,68915.0,"valyl-tRNA synthetase 2, mitochondrial",Q5ST30,Mitochondrial central dogma > Translation > mt-tRNA synthetases,17.5169,2.0,chr6,True,Mitochondrion,NUC
96685,3336,HSPE1,15528.0,heat shock protein family E (Hsp10) member 1,P61604,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",17.479,,chr2,True,Mitochondrion matrix,NUC
96686,116541,MRPL54,66047.0,mitochondrial ribosomal protein L54,Q6P161,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.4674,4.0,chr19,True,Mitochondrion,NUC
96687,64978,MRPL38,60441.0,mitochondrial ribosomal protein L38,Q96DV4,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.4383,2.0,chr17,True,Mitochondrion,NUC
96688,3396,MRPL58,68572.0,mitochondrial ribosomal protein L58,Q14197,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Mitochondrial central dogma > Translation > Translation factors,17.4104,1.0,chr17,True,Mitochondrion,NUC
96689,23787,MTCH1,56462.0,mitochondrial carrier 1,Q9NZJ7,Small molecule transport > SLC25A family,17.3541,,chr6,True,Mitochondrion outer membrane,NUC
96690,51499,TRIAP1,69076.0,TP53 regulated inhibitor of apoptosis 1,O43715,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,17.3524,,chr12,True,Mitochondrion,NUC
96691,55037,PTCD3,69956.0,pentatricopeptide repeat domain 3,Q96EY7,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,17.2962,1.0,chr2,True,Mitochondrion,NUC
96692,1352,COX10,70383.0,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,Q12887,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors,17.2748,5.0,chr17,True,Mitochondrion membrane,NUC
96693,8165,AKAP1,11640.0,A-kinase anchoring protein 1,Q92667,Signaling > cAMP-PKA signaling,17.2637,,chr17,True,Mitochondrion outer membrane,NUC
96694,55178,MRM3,67390.0,mitochondrial rRNA methyltransferase 3,Q9HC36,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,17.2624,1.0,chr17,True,Mitochondrion,NUC
96695,204,AK2,11637.0,adenylate kinase 2,P54819,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,17.2313,,chr1,True,Mitochondrion intermembrane space,NUC
96696,54968,TMEM70,70397.0,transmembrane protein 70,Q9BUB7,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,17.2263,4.0,chr8,True,Mitochondrion inner membrane,MIM
96697,84273,NOA1,56412.0,nitric oxide associated 1,Q8NC60,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,17.1851,1.0,chr4,True,Mitochondrion inner membrane,MIM
96698,63933,MCUR1,76137.0,mitochondrial calcium uniporter regulator 1,Q96AQ8,0,17.1844,5.0,chr6,True,Mitochondrion inner membrane,MIM
96699,51522,TMEM14C,66154.0,transmembrane protein 14C,Q9P0S9,0,17.1833,,chr6,True,Mitochondrion membrane,NUC
96700,4717,NDUFC1,66377.0,NADH:ubiquinone oxidoreductase subunit C1,O43677,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,17.1335,1.0,chr4,True,Mitochondrion inner membrane,MIM
96701,51318,MRPL35,66223.0,mitochondrial ribosomal protein L35,Q9NZE8,Mitochondrial central dogma > Translation > Mitochondrial ribosome,17.0797,2.0,chr2,True,Mitochondrion,NUC
96702,4696,NDUFA3,66091.0,NADH:ubiquinone oxidoreductase subunit A3,O95167,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,17.0508,,chr19,True,Mitochondrion inner membrane,MIM
96703,23590,PDSS1,56075.0,decaprenyl diphosphate synthase subunit 1,Q5T2R2,Metabolism > Metals and cofactors > Coenzyme Q metabolism,17.0241,2.0,chr10,True,Mitochondrion,NUC
96704,8034,SLC25A16,73132.0,solute carrier family 25 member 16,P16260,Small molecule transport > SLC25A family,16.9789,,chr10,True,Mitochondrion inner membrane,MIM
96705,154791,FMC1,66117.0,formation of mitochondrial complex V assembly factor 1 homolog,0,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,16.9759,2.0,chr7,True,,NUC
96706,6296,ACSM3,20216.0,acyl-CoA synthetase medium chain family member 3,Q53FZ2,Metabolism > Lipid metabolism > Fatty acid oxidation,16.9674,1.0,chr16,True,Mitochondrion,NUC
96707,137682,NDUFAF6,76947.0,NADH:ubiquinone oxidoreductase complex assembly factor 6,Q330K2,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,16.9393,3.0,chr8,True,Mitochondrion inner membrane,MIM
96708,7350,UCP1,22227.0,uncoupling protein 1,P25874,Small molecule transport > SLC25A family,16.9291,,chr4,True,Mitochondrion inner membrane,MIM
96709,94081,SFXN1,14057.0,sideroflexin 1,Q9H9B4,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins,16.8968,,chr5,True,Mitochondrion inner membrane,MIM
96710,51218,GLRX5,73046.0,glutaredoxin 5,Q86SX6,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,16.8965,4.0,chr14,True,Mitochondrion matrix,NUC
96711,138428,PTRH1,329384.0,peptidyl-tRNA hydrolase 1 homolog,Q86Y79,0,16.8566,3.0,chr9,True,,NUC
